t,R
391.368691999994,5463.79884
393.663030999996,5464.92891
395.968811999999,5466.00817
398.282740999997,5466.83845
400.569618999995,5467.74644
402.883979999997,5468.87127
405.164717,5469.93301
407.460484999999,5470.82586
409.775110999994,5471.5036
412.057343999997,5471.8556
414.350202,5472.25108
416.643917999998,5472.58264
418.937241999999,5472.95186
421.257382999994,5473.24935
423.555537999995,5473.5469
425.853138999999,5473.84232
428.153603,5474.22195
430.467908999994,5474.48128
432.761151000001,5474.73069
435.043942999996,5474.98375
437.337298,5475.12135
439.620208999999,5475.20661
441.896614999995,5475.4048
444.185700999998,5475.59607
446.504851999998,5475.78547
448.793867999993,5475.94101
451.097491999999,5476.0552
453.401481999993,5476.22615
455.705307999998,5476.41716
458.009222999997,5476.58787
460.302936999999,5476.77497
462.606682999998,5477.03444
464.889413999997,5477.12395
467.187480999999,5477.25164
469.487220999993,5477.53927
471.791234999999,5477.65334
474.084517999999,5477.85949
476.377251999997,5478.0944
478.660059,5478.19518
480.964767999999,5478.29091
483.266327,5478.37847
485.561781999998,5478.5006
487.8655,5478.5866
490.169494999997,5478.78015
492.473954999998,5478.88015
494.766702,5478.99854
497.060533,5479.09542
499.367147999994,5479.22831
501.657892999999,5479.29022
503.961818999998,5479.43886
506.274949999996,5479.8206
510.564191,5479.94014
512.868202,5480.00566
515.172230999999,5480.04779
517.484103,5480.16372
519.780695,5480.30375
522.084519999996,5480.32479
524.377850999996,5480.42671
526.68168,5480.54038
528.991300999999,5480.62696
531.289673999995,5480.67599
533.598082999997,5480.74427
535.876327,5480.83447
538.169743999995,5481.17112
540.473520999998,5481.28366
542.777765999995,5481.5062
545.060055999994,5481.74787
547.353523999996,5481.72812
549.665641999997,5481.83356
551.961540999994,5481.93753
554.255465999998,5482.19326
556.558630999997,5482.43836
558.852098999999,5482.54589
561.135229999997,5482.68716
563.428391999997,5482.7678
565.747115999997,5482.80102
568.036059,5482.97177
570.351159999996,5483.02923
572.655239,5483.05762
574.969527999997,5483.16754
577.251762999997,5483.29721
579.556581999995,5483.37597
581.859281999998,5483.51895
584.164740999997,5483.59018
586.462665999994,5483.57004
588.761285999998,5483.56035
591.054833999999,5483.66457
593.337136999995,5483.81785
595.620162000001,5483.87468
597.928673,5484.00543
600.228640999995,5484.12584
602.544600999996,5484.16469
604.836601999998,5484.26936
607.140511999994,5484.37976
609.444189999998,5484.48138
611.748324999995,5484.62583
614.057526999995,5484.62272
616.366873999998,5484.67256
618.659943999998,5484.71069
620.964903999999,5484.80412
623.258039999999,5484.89879
625.540636999994,5485.04937
627.844764999993,5485.22531
630.152298999995,5485.27807
632.451935999997,5485.28434
634.756310999997,5485.36294
637.060394999996,5485.41122
639.343086999997,5485.48312
641.636434999995,5485.64297
643.929721999995,5485.79034
646.206575999998,5485.79902
648.505570999995,5485.81672
650.813207999997,5485.83875
653.124366999999,5485.86948
655.407482999995,5486.04399
659.695180999994,5486.1475
662.009717,5486.11598
664.324226999998,5486.32192
666.628210999995,5486.40263
668.930446999997,5486.32376
671.236494999997,5486.34386
673.540233999997,5486.44767
675.844120999999,5486.5829
678.148712999999,5486.74564
680.462610999994,5486.81081
682.735393999994,5486.7724
685.038706999995,5486.72605
687.332573999994,5486.54736
691.620759999998,5486.65118
693.924647999994,5486.74774
696.228587999999,5486.84349
698.545456999995,5486.96508
700.846919,5487.03133
703.140754999995,5487.04573
705.443994999997,5487.16893
707.737611999996,5487.27609
710.041208999999,5487.44729
712.356329999998,5487.5014
714.654378999993,5487.34938
716.943496999994,5487.41218
719.230553999998,5487.40467
721.519605999999,5487.50558
723.823397999994,5487.65936
726.137603,5487.72116
728.410004999995,5487.71654
730.691791999996,5487.85455
732.985704999998,5488.03814
735.305853,5488.11887
737.583355999999,5488.08254
739.897676999994,5488.20195
742.169898999996,5488.25283
744.463780999996,5488.36458
746.766886999995,5488.55114
749.049990999997,5488.69323
751.353505999997,5488.60241
753.646707999997,5488.63634
755.961680999994,5488.65781
758.255281999998,5488.66825
760.558680999994,5488.56782
762.873798,5488.54725
765.177381999999,5488.5854
767.485322999999,5488.69988
769.786002999999,5488.86259
772.078409999996,5488.93327
774.361590999998,5488.94524
776.665392999999,5488.96412
778.959081,5489.01853
781.262753999993,5488.91225
783.545103999995,5489.0338
785.839552999996,5489.15525
788.147016999997,5489.20891
790.447130999997,5489.30373
792.740542999998,5489.39187
795.033630999997,5489.41122
797.327357999995,5489.39275
799.609159999996,5489.28492
801.903242999993,5489.26564
804.221416999996,5489.42336
806.522255999997,5489.57634
808.825805,5489.6209
811.119739,5489.59779
813.423485999994,5489.60355
815.727051999994,5489.80204
818.030953999996,5489.92102
820.323608999997,5490.03298
822.618163999997,5490.08744
824.910784999996,5490.07381
827.225884999998,5489.96093
829.529796999998,5490.02012
831.833813999996,5490.15405
834.127403999999,5490.15866
836.419816999994,5489.97215
838.724079999998,5490.09487
841.028056999996,5490.05762
843.311265999995,5489.99508
845.61468,5490.0699
847.923967,5490.10981
850.247548,5490.09118
852.558711999998,5490.09184
