t,R1,R2
3749.52644400001,5051.18863,2344.74237
3752.140127,5050.90509,2344.76957
3757.366483,5050.17741,2344.7522
3759.985421,5050.59626,2344.7996
3762.591854,5051.50774,2345.09923
3765.207865,5053.63808,2345.75225
3767.830349,5055.14632,2346.63091
3770.44684800001,5057.08735,2347.53071
3773.06141,5058.03091,2348.29037
3775.6723,5059.41608,2348.80208
3780.273452,5061.0536,2349.4666
3785.488696,5061.46499,2350.09116
3788.108697,5062.37151,2350.41588
3790.722263,5063.43842,2350.86014
3793.33469800001,5064.71833,2351.50459
3795.915229,5066.29265,2352.2576
3798.53556,5068.10139,2353.13413
3801.12667,5070.3506,2353.92733
3803.744093,5072.03621,2354.83836
3806.388083,5072.31696,2355.47688
3808.99112400001,5072.4701,2355.74717
3811.601816,5072.56283,2355.98833
3814.22384500001,5071.85847,2356.0951
3816.854652,5070.39389,2355.8844
3819.479147,5069.8379,2355.69127
3822.07448800001,5070.25034,2355.69543
3824.70009500001,5071.40456,2356.04978
3827.295322,5073.6451,2356.67419
3829.906232,5077.00953,2358.44602
3835.137479,5077.45202,2359.00857
3837.742614,5077.77454,2359.31247
3840.331762,5077.79194,2359.47243
3842.943784,5077.21214,2359.47299
3845.547331,5076.47267,2359.31187
3848.165447,5076.60569,2359.23621
3850.779028,5076.9214,2359.37202
3853.396637,5077.79181,2359.69114
3856.004826,5079.12349,2360.20932
3858.62327900001,5081.52997,2360.96981
3861.21788,5083.81635,2361.91078
3863.805962,5085.88355,2362.89222
3866.43797300001,5087.53839,2363.6325
3869.015972,5090.38739,2364.40216
3871.618251,5091.37842,2365.29926
3874.224107,5091.35599,2365.7333
3876.80606900001,5091.49068,2365.9465
3879.40705400001,5091.99879,2366.20218
3882.007693,5093.22076,2366.60194
3884.62755100001,5094.56992,2367.28393
3887.247317,5096.47168,2368.1226
3889.85941100001,5099.79172,2369.13014
3892.47216,5104.02065,2370.57791
3895.069846,5108.94951,2372.34072
3897.65929700001,5111.81746,2374.15165
3900.27581200001,5113.50079,2375.47483
3902.89174200001,5115.55731,2376.41491
3905.502072,5116.82352,2377.31065
3908.090919,5118.59004,2378.01417
3910.686409,5121.32976,2379.01961
3913.308961,5123.88795,2380.22771
3915.927041,5130.06494,2383.03504
3921.17343700001,5132.40606,2384.44806
3923.80392200001,5133.69861,2385.52011
3926.404894,5134.86946,2386.20333
3929.002451,5136.29015,2386.84128
3931.639941,5137.13885,2387.38398
3934.20442200001,5137.49031,2387.66851
3936.813442,5138.67669,2388.00965
3939.431225,5139.49872,2388.53771
3942.02856,5140.41079,2389.12177
3944.624735,5141.65101,2389.78227
3947.21681900001,5143.44045,2390.58243
3949.81932,5145.44803,2391.50815
3952.436445,5146.98565,2392.38489
3955.03305100001,5148.29177,2393.04684
3957.652034,5150.28977,2393.63842
3960.269017,5151.31551,2394.24398
3962.86850300001,5151.97262,2394.73008
3965.481579,5151.62944,2394.96228
3968.10062800001,5151.84416,2395.11416
3970.683298,5152.11894,2395.44539
3973.284508,5152.60212,2395.83392
3975.908494,5153.82385,2396.30363
3978.51595900001,5155.96913,2397.03244
3981.105474,5158.60183,2398.03325
3983.716796,5161.39707,2399.09355
3986.323256,5162.98188,2400.06575
3988.935339,5164.62431,2400.85576
3991.543441,5165.59302,2401.43528
3994.15566500001,5166.59435,2401.9226
3996.789482,5167.40305,2402.31444
3999.420637,5168.12807,2402.82766
4001.997101,5169.3243,2403.43644
4004.597232,5170.98572,2404.15382
4007.209222,5173.24789,2405.00014
4009.837046,5175.14389,2405.86945
4012.45850300001,5176.61219,2406.61722
4015.077074,5176.85849,2407.18865
4017.67647700001,5176.58898,2407.41386
4020.283876,5176.21538,2407.42257
4022.88262800001,5176.02137,2407.30938
4025.49823,5175.52697,2407.22581
4028.111921,5175.19592,2407.17319
4030.715566,5175.12316,2407.21946
4033.329906,5176.06902,2407.41917
4035.93882300001,5178.06096,2407.94893
4038.529033,5179.81128,2408.67341
4041.150452,5180.14273,2409.27132
4043.760961,5179.65686,2409.50229
4046.371744,5179.20196,2409.47291
4048.97528,5177.92805,2409.31744
4051.57815400001,5176.85555,2408.89338
4054.180706,5176.34501,2408.52734
4056.790645,5174.98742,2408.19005
4059.415085,5174.67549,2407.88243
4062.050679,5174.96948,2407.84785
4064.66453200001,5175.44372,2408.01357
4067.273678,5180.48035,2409.13544
4072.52456,5183.75962,2410.33686
4075.135023,5187.00295,2411.72959
4077.73856200001,5189.50454,2412.91067
4080.334439,5191.67537,2413.90676
4082.963751,5193.18214,2414.78261
4085.58376000001,5194.06587,2415.36204
4088.206251,5195.41531,2415.91607
4090.812805,5197.8559,2416.64743
4093.42071200001,5201.10001,2417.76031
4096.040281,5204.40437,2419.22633
4098.649149,5207.91437,2420.84871
4101.2493,5211.78674,2422.32775
4103.858726,5214.25284,2423.7858
4106.474511,5215.10538,2424.83064
4109.057557,5215.98512,2425.4001
4111.675213,5216.35555,2425.84133
4114.299159,5216.75817,2426.0618
4116.910217,5216.44017,2426.1981
4119.517634,5216.79169,2426.41582
4122.122578,5217.41521,2426.79751
4124.742949,5218.91142,2427.28478
4127.365469,5221.51714,2428.12635
4129.993523,5224.6658,2429.34008
4132.613702,5228.70009,2430.85418
4135.231382,5232.08953,2432.36704
4137.83500300001,5234.02759,2433.60859
4140.459383,5235.84915,2434.49967
4143.054544,5236.16814,2435.14913
4145.662653,5236.30064,2435.5182
4148.276795,5237.64521,2435.90058
4150.87590400001,5238.98223,2436.53712
4153.47679700001,5241.2791,2437.31775
4156.083703,5244.53485,2438.42432
4158.68173400001,5247.14848,2439.7863
4161.295057,5249.66935,2441.24012
4163.89682300001,5252.70885,2442.42498
4166.51071600001,5255.09671,2443.59427
4169.10561300001,5256.17064,2444.48468
4171.701546,5256.67151,2445.63164
4176.949803,5257.27359,2445.70642
4179.561108,5258.33473,2446.07785
4182.149162,5260.0108,2446.68172
4184.763132,5262.61298,2447.57894
4187.378798,5267.35842,2449.93181
4192.61846600001,5270.8042,2451.26002
4195.210013,5274.7491,2452.62739
4197.827758,5277.82816,2454.03161
4200.456949,5278.85646,2455.30864
4203.04829000001,5279.79444,2456.15036
4205.651923,5280.74348,2456.80655
4208.260019,5282.20427,2457.55387
4210.875283,5283.71346,2458.48203
4213.485814,5286.47668,2459.46568
4216.105149,5289.82605,2460.79789
4218.724746,5292.82767,2462.31844
4221.340302,5294.85047,2463.69157
4223.947446,5296.34126,2464.72456
4226.55928,5297.29757,2465.49969
4229.176052,5297.15415,2466.13638
4231.777067,5297.10916,2466.39124
4236.996553,5297.16955,2466.52323
4239.597902,5298.12519,2466.74139
4242.209083,5299.89211,2467.41774
4244.83425,5301.44627,2468.51726
4247.46149900001,5303.7512,2469.7487
4250.053438,5306.08278,2470.85164
4252.67460600001,5308.24481,2471.86372
4255.287071,5310.08496,2472.62533
4257.90528,5310.42594,2473.24949
4260.549478,5310.41631,2473.53317
4263.161684,5310.57737,2473.67624
4265.782365,5310.61211,2473.99042
4268.379565,5311.36226,2474.20646
4271.00517600001,5312.7508,2474.6005
4273.62407300001,5314.32114,2475.21125
4276.244877,5315.28327,2476.05505
4278.852457,5317.485,2476.91036
4281.47609,5322.13053,2478.96416
4286.70482300001,5323.63357,2479.78782
4289.313914,5324.71787,2480.40225
4291.948072,5324.99997,2480.87544
4294.565835,5325.4572,2481.29411
4297.161372,5325.42913,2481.5654
4299.772886,5327.16794,2481.87132
4302.392623,5329.33817,2482.52808
4305.02402100001,5331.60139,2483.41039
4307.645994,5334.10341,2484.4541
4310.266179,5336.56626,2485.52373
4312.846862,5339.20931,2486.87785
4315.452611,5340.68819,2488.10517
4318.044862,5341.54641,2488.84934
4320.630273,5341.86823,2489.33182
4323.24536300001,5341.93413,2489.59065
4325.869193,5341.51059,2489.68567
4328.490772,5342.14276,2489.73082
4331.122737,5342.48232,2490.08514
4333.731692,5345.99556,2491.14293
4338.972956,5349.40665,2492.18415
4341.571199,5351.1204,2493.30566
4344.181272,5351.96485,2494.10948
4346.774737,5352.68204,2494.5511
4349.383722,5353.46735,2494.89974
4351.99655,5353.21473,2495.11982
4354.612574,5352.94344,2495.19721
4357.231982,5352.59658,2495.14285
4359.86433000001,5353.74256,2495.26099
4362.481441,5354.12239,2495.70922
4365.07646,5355.13416,2496.12701
4367.699195,5356.40688,2496.72525
4370.306359,5359.0874,2497.48731
4372.93908700001,5360.63893,2498.45615
4375.537876,5361.36387,2499.10413
4378.158608,5362.1294,2499.53674
4380.782469,5362.20932,2499.80444
4383.400939,5361.49755,2499.8719
4386.001887,5361.05257,2499.71159
4388.628679,5361.87991,2499.72319
4391.240479,5363.06784,2500.10362
4393.838843,5364.20556,2500.67459
4396.451158,5367.31507,2501.45526
4399.047369,5370.72566,2502.61146
4401.66631200001,5374.27164,2504.10917
4404.262781,5378.14489,2505.55956
4406.868608,5381.01425,2507.08469
4409.497067,5382.09034,2508.18449
4412.125804,5382.53355,2508.80266
4414.728435,5382.82463,2509.14819
4417.33635200001,5383.09971,2509.44248
4419.93233400001,5384.41453,2509.84563
4422.548184,5386.75295,2510.58743
4425.13167900001,5389.35017,2511.57834
4427.706443,5392.11994,2512.78209
4430.31437,5395.56476,2514.15856
4432.927414,5399.55234,2515.73353
4435.53944000001,5403.27156,2517.52587
4438.167401,5407.54701,2519.20099
4440.786833,5410.67617,2520.83908
4443.400898,5412.11284,2522.15246
4446.025471,5412.74435,2523.00873
4448.616677,5414.94883,2523.67244
4451.225173,5417.63271,2524.76825
4453.846725,5420.53604,2526.11842
4456.451107,5424.17179,2527.55196
4459.07513100001,5427.47479,2529.20728
4461.682186,5429.50161,2530.58453
4464.286685,5430.78407,2531.63355
4466.91277900001,5432.17801,2532.34733
4469.518825,5433.26652,2532.99737
4472.125024,5433.41596,2533.85528
4477.368883,5432.82653,2533.95581
4479.980439,5432.66334,2534.02949
4482.599398,5433.47729,2534.27763
4485.20843,5434.97223,2534.8529
4487.818089,5437.2897,2535.66999
4490.417726,5441.16911,2536.82324
4493.022581,5444.16529,2538.31075
4495.62805400001,5446.34827,2539.5315
4498.225756,5448.21928,2540.4526
4500.844973,5448.84514,2541.20105
4503.467337,5448.92935,2541.60846
4506.074785,5448.70114,2541.76929
4508.68532300001,5449.21806,2541.9408
4511.308885,5451.03653,2542.40431
4513.907545,5456.03948,2544.41535
4519.129285,5459.45238,2545.60214
4521.725667,5461.1398,2546.85939
4524.348561,5461.90828,2547.67298
4526.968482,5462.98636,2548.19861
4529.580947,5462.97186,2548.57017
4532.201158,5461.75045,2548.67817
4534.826898,5460.23518,2548.36311
4537.441099,5459.35855,2547.99205
4540.046368,5459.8422,2547.87061
4542.658561,5460.52445,2548.11695
4545.279593,5461.99666,2548.56417
4547.907281,5463.02529,2549.20949
4550.516772,5463.65716,2549.67118
4553.138267,5464.79997,2549.96987
4555.749082,5465.04956,2550.33088
4558.349403,5464.90037,2550.45987
4560.975846,5464.44491,2550.38804
4563.574929,5463.06241,2550.16692
4566.182658,5461.33111,2549.72984
4568.784983,5460.18595,2549.25453
4571.412494,5459.56353,2549.00628
4574.041178,5459.70251,2548.9397
4576.673186,5461.13332,2549.20589
4579.269807,5463.92887,2549.86906
4581.880508,5466.16811,2550.87208
4584.501868,5467.65185,2551.82472
4587.09837800001,5469.33431,2552.51324
4589.72164600001,5471.05708,2553.144
4592.34390000001,5471.26279,2553.70982
4594.945836,5470.66525,2553.86085
4597.563491,5470.22615,2553.85976
4600.185012,5471.53972,2553.97967
4602.792023,5473.25052,2554.56004
4605.402344,5475.48428,2555.33268
4607.992533,5477.798,2556.31726
4610.608599,5480.43143,2557.44486
4613.221131,5484.15462,2558.74866
4615.837777,5487.33303,2560.14117
4618.423479,5488.79916,2561.33396
4621.055803,5489.41357,2562.05085
4623.676942,5490.00771,2562.48515
4626.29536700001,5490.26148,2562.75429
4628.914612,5491.86882,2563.10687
4631.525148,5493.10775,2563.72488
4634.1265,5494.81182,2564.43212
4636.747456,5497.80066,2565.30634
4639.347903,5502.31231,2566.6153
4641.948268,5506.69071,2568.22028
4644.541997,5509.78455,2569.89926
4647.147192,5512.59711,2571.19478
4649.774935,5514.03524,2572.28015
4652.36557300001,5515.33867,2573.0561
4654.964722,5517.25448,2573.60883
4660.195108,5517.93807,2574.7053
4662.80245500001,5519.6598,2575.33657
4665.426943,5522.03934,2576.25963
4668.022662,5524.5252,2577.39545
4670.64502500001,5527.35257,2578.50387
4673.263898,5529.51449,2579.8038
4675.886386,5530.83729,2580.73312
4678.499432,5531.31156,2581.38707
4681.123458,5531.43839,2581.70647
4683.71405100001,5531.78815,2581.87231
4686.32792900001,5532.17998,2582.04003
4688.94213900001,5532.77723,2582.35959
4691.547222,5533.24207,2582.76206
4694.160235,5534.54501,2583.27519
4696.763285,5536.48569,2584.01677
4699.359243,5539.81084,2584.98169
4701.971776,5544.20406,2585.84772
4704.56956900001,5547.67894,2588.0248
4707.190956,5548.87174,2589.31381
4709.811549,5550.04048,2590.0287
4715.027825,5550.49758,2590.69196
4717.624445,5550.98305,2591.01812
4720.240678,5551.48352,2591.45003
4722.851217,5552.39228,2591.9389
4725.459016,5554.24718,2592.58028
4728.045366,5557.8316,2593.51461
4730.66107300001,5562.04554,2594.84003
4733.26052,5565.44256,2596.52191
4735.873479,5566.93987,2597.79718
4738.475689,5567.64653,2598.61364
4741.076295,5568.2098,2599.08741
4743.676401,5568.52459,2599.37614
4746.28969800001,5568.70132,2599.5846
4748.90011300001,5568.97001,2599.83791
4751.484566,5570.30767,2600.24364
4754.106291,5571.81401,2600.91983
4756.709947,5573.93561,2601.74989
4759.323143,5576.43016,2602.78926
4761.939671,5579.69287,2604.11807
4764.528689,5583.44378,2605.74967
4767.140909,5585.82631,2607.22633
4769.750122,5586.64403,2608.22198
4772.36652900001,5586.81139,2608.74371
4774.983159,5588.45346,2609.33845
4780.220861,5590.66209,2609.96848
4782.823842,5592.50499,2610.86161
4785.42884800001,5595.04263,2611.85867
4788.036185,5597.57082,2612.99879
4790.632057,5605.06241,2616.15963
4795.87906200001,5607.90405,2617.55955
4798.496582,5610.16406,2618.74102
4801.10014,5611.7805,2619.68354
4803.699177,5612.11265,2620.35953
4806.314532,5611.87181,2620.65483
4808.90884,5612.16611,2620.92817
4811.49215400001,5613.89894,2621.37797
4814.11034,5616.12141,2622.21227
4816.718831,5618.56095,2623.19537
4819.320048,5621.30824,2624.405
4821.939122,5624.51009,2625.75494
4824.537024,5628.19591,2627.23068
4827.13453,5631.69578,2628.88741
4829.750373,5634.41832,2630.30805
4832.360836,5636.70089,2631.47777
4834.95904000001,5637.73059,2632.39552
4837.563792,5639.30827,2633.10976
4840.17813900001,5641.58586,2634.03569
4842.78960200001,5643.95969,2635.12939
4845.38905100001,5650.93762,2636.40735
4850.61717600001,5654.51013,2639.60371
4853.209982,5656.50504,2640.92144
4855.79858000001,5657.51336,2641.86018
4858.406575,5657.3681,2642.40516
4861.00802500001,5657.15807,2642.62213
4863.605952,5656.30592,2642.69148
4866.201851,5655.37274,2642.57513
4868.79594400001,5655.05673,2642.47097
4871.402791,5655.57585,2642.58908
4874.00645500001,5657.5669,2643.08598
4876.60570900001,5660.31153,2643.95604
4879.210806,5662.95935,2645.07595
4881.807338,5665.56204,2646.2538
4884.424126,5668.5146,2647.52653
4887.025605,5670.73315,2648.68331
4889.632126,5671.51762,2649.61904
4892.244053,5671.64695,2650.13105
4894.848101,5670.86344,2650.41186
4897.474038,5670.76162,2650.43755
4900.068746,5671.84092,2650.65963
4902.683373,5673.69909,2651.29302
4905.276377,5676.16363,2652.21758
4907.88112400001,5678.6012,2653.25734
4910.482085,5680.87079,2654.42354
4913.10906500001,5682.95566,2655.3934
4915.721122,5684.19721,2656.21421
4918.335196,5685.04738,2656.79843
4920.965688,5684.40251,2657.17519
4923.57340400001,5683.71392,2657.17693
4926.176082,5682.60986,2656.98235
4928.792218,5681.92175,2656.80712
4931.400632,5682.24341,2656.8184
4933.99949900001,5683.01506,2657.20113
4936.604949,5684.47107,2657.77354
4939.220975,5686.94122,2658.57063
4941.841018,5690.12658,2659.63279
4944.461311,5692.29918,2660.83066
4947.064479,5693.36629,2661.63523
4949.656313,5693.75502,2662.20249
4952.25059800001,5694.25355,2662.48919
4954.86023100001,5693.62057,2662.60413
4957.453671,5693.82309,2662.62695
4960.06968,5694.72588,2662.91804
4962.673888,5696.40246,2663.44485
4965.27411,5698.78993,2664.22541
4967.86813,5701.2246,2665.2946
4970.469866,5703.76043,2666.42325
4973.092398,5707.04127,2667.71239
4975.691505,5710.61711,2669.17676
4978.307811,5714.04284,2671.4789
4982.904615,5714.74754,2672.16301
4985.512666,5715.55281,2672.60639
4988.124173,5717.02479,2673.16531
4990.745685,5718.3791,2673.90891
4993.356538,5720.12615,2674.73342
4995.984782,5722.32398,2675.69981
4998.58147000001,5725.41845,2676.86837
5001.191174,5728.95286,2678.20909
5003.77511300001,5731.1185,2679.53053
5006.373838,5732.31889,2680.46125
5008.994317,5733.49581,2681.13997
5011.61620900001,5733.35499,2681.60426
5014.236436,5732.41097,2681.78926
5016.85247000001,5732.15553,2681.86097
5019.472751,5732.75383,2682.12402
5022.101809,5734.05254,2682.64053
5024.704777,5735.60309,2683.33341
5027.317089,5738.09574,2684.37221
5029.93762000001,5740.70965,2685.54166
5032.54556,5742.35826,2686.65237
5035.16368700001,5743.47131,2687.37114
5037.783949,5743.93993,2687.88087
5040.383027,5743.37608,2688.10975
5043.000427,5742.16933,2688.04651
5045.60253600001,5740.81255,2687.70184
5048.234167,5740.4133,2687.45925
5050.84824200001,5740.91548,2687.53688
5053.44288900001,5742.51456,2687.94312
5056.049622,5744.31529,2688.63901
5058.648712,5746.76149,2689.5268
5061.26217200001,5749.91139,2690.68365
5063.87092,5753.52788,2692.08131
5066.49545500001,5756.76949,2693.59383
5069.11372000001,5759.28212,2694.80119
5071.74699900001,5760.4371,2695.81236
5074.379971,5761.12518,2696.34563
5077.007056,5761.54364,2696.77405
5079.628272,5762.68769,2697.31999
5082.241554,5764.53857,2698.03785
5084.85243700001,5766.9106,2699.03262
5087.450439,5770.02725,2700.1699
5090.082541,5773.70349,2701.60213
5092.695284,5776.57734,2703.08945
5095.31564,5778.37667,2704.27646
5097.92581200001,5779.01001,2705.01424
5100.564463,5778.68656,2705.43729
5103.179571,5777.83428,2705.50072
5105.803366,5776.84675,2705.33912
5108.426537,5777.22413,2705.29617
5111.043251,5778.58985,2705.66597
5113.644457,5779.94346,2706.32564
5116.273305,5782.13965,2707.19419
5118.90215000001,5784.93936,2708.28647
5121.50868,5787.87274,2709.63393
5124.13268,5789.45828,2710.80099
5126.755191,5790.40026,2711.55934
5129.374531,5791.27201,2712.07557
5131.984318,5791.826,2712.42808
5134.600202,5791.09916,2712.59032
5137.219023,5790.40785,2712.56048
5139.81701400001,5790.48961,2712.68625
5142.439026,5791.69576,2713.04334
5145.04823800001,5793.5799,2713.73257
5147.677248,5795.96822,2714.6747
5150.31182,5798.23193,2715.70368
5152.93623100001,5799.17978,2716.54495
5155.552637,5799.19849,2716.95894
5158.17666,5798.42167,2717.04577
5160.794441,5797.11948,2716.85619
5163.412974,5795.92658,2716.52169
5166.030414,5794.67512,2716.09834
5168.653346,5794.05298,2715.91065
5171.286877,5794.31321,2715.95646
5173.899964,5795.22756,2716.2988
5176.507776,5796.72925,2716.88531
5179.122002,5798.79119,2717.68186
5181.71558700001,5804.93901,2718.70425
5186.934473,5807.33004,2721.28076
5189.55119800001,5808.90288,2722.23892
5192.16571,5809.94392,2722.84621
5194.791461,5810.60653,2723.29547
5197.41738500001,5811.41181,2723.72371
5200.044598,5812.63212,2724.33249
5202.64206500001,5814.95539,2725.15549
5205.236104,5817.52627,2726.2531
5207.848563,5820.35294,2727.55325
5210.465085,5823.5041,2728.06623
5213.07994400001,5825.95441,2730.28783
5215.714224,5827.33993,2731.26976
5218.3427,5827.95984,2731.87712
5220.960518,5828.3385,2732.26558
5223.57952100001,5827.56157,2732.42604
5226.210207,5826.94402,2732.32677
5228.842814,5827.11954,2732.4156
5231.475958,5827.84021,2732.81415
5234.095766,5829.05862,2733.40086
5236.731877,5831.48113,2734.22885
5239.349754,5834.86587,2735.43084
5241.984588,5837.27718,2736.75298
5244.618126,5838.84757,2737.70433
5247.23519400001,5839.9024,2738.32915
5249.849456,5839.85285,2738.75363
5252.45487000001,5838.85659,2738.82216
5255.07693300001,5837.39901,2738.5973
5257.68378200001,5836.66649,2738.42204
5260.300706,5837.22011,2738.57326
5262.908143,5838.07919,2739.05191
5265.514252,5839.91205,2739.72735
5268.126072,5842.63692,2740.79581
5270.76229000001,5845.5473,2742.03828
5273.380008,5848.5109,2743.47744
5276.005137,5850.50454,2744.61207
5278.617346,5851.95984,2745.44459
5281.226012,5852.79101,2746.05254
5283.838522,5852.93538,2746.46841
5286.486066,5852.6487,2746.68859
5289.098325,5853.06583,2746.97417
5291.712214,5854.29925,2747.53712
5294.32753600001,5856.22174,2748.37124
5296.943951,5858.58334,2749.46145
5299.55688500001,5861.43692,2750.66343
5302.181686,5864.71696,2752.12005
5304.813096,5867.04755,2753.32158
5307.448327,5868.17119,2754.15118
5310.064181,5868.58046,2754.59741
5312.69438500001,5868.16947,2754.76895
5315.314994,5867.51985,2754.63453
5320.547963,5867.83812,2754.71656
5323.155805,5869.15072,2755.0818
5325.78153200001,5871.37321,2755.69365
5328.38861700001,5874.65318,2756.66155
5331.01647300001,5877.91282,2757.92773
5333.60832600001,5880.48291,2759.1252
5336.22542200001,5881.8417,2759.84161
5338.85578200001,5882.17299,2760.1597
5341.466078,5881.23153,2760.07926
5346.092963,5880.51488,2759.55798
5348.724522,5880.34728,2759.32893
5351.33802100001,5881.28706,2759.43628
5353.953034,5882.48402,2759.84929
5356.561369,5884.42361,2760.45664
5359.17636,5887.33984,2761.33657
5361.786177,5894.65279,2764.2198
5367.020975,5897.20971,2765.31038
5369.649726,5898.87535,2766.04118
5372.264274,5899.13778,2766.45141
5374.84172700001,5899.05191,2766.45182
5377.485778,5899.26632,2766.51306
5380.118546,5900.22117,2766.81751
5382.727677,5902.46337,2768.11683
5387.29549200001,5904.87229,2768.90098
5389.916516,5907.97894,2770.06073
5392.541533,5910.12928,2771.09312
5395.17693300001,5910.82149,2771.7435
5397.7948,5910.77906,2771.94285
5400.42209,5910.15017,2771.82966
5403.035787,5909.08621,2771.53599
5405.660441,5906.94388,2770.9664
5410.30157300001,5906.80202,2770.79844
5412.92609500001,5907.49333,2770.97859
5415.529599,5908.9614,2771.48989
5418.144643,5911.13123,2772.26614
5420.76670900001,5913.95236,2773.3132
5423.39137,5916.42964,2774.51808
5426.007762,5917.76421,2775.33163
5428.652414,5918.26836,2776.05402
5433.88870500001,5917.45516,2775.85071
5436.50481200001,5916.63595,2775.51413
5439.12174200001,5916.54203,2775.4909
5441.74466,5917.55814,2775.72962
5444.375884,5919.26134,2776.35657
5447.007258,5921.49913,2777.24312
5449.615637,5926.35212,2779.49037
5454.222009,5929.46963,2780.78169
5456.825925,5931.72617,2781.79781
5459.461599,5932.51531,2782.502
5462.096111,5932.13378,2782.76215
5464.72006200001,5931.30802,2782.6362
5467.329105,5930.96889,2782.53783
5469.92937,5931.96755,2782.72169
5472.554744,5933.35284,2783.33206
5475.174151,5937.04894,2785.17674
5479.79004300001,5940.11408,2786.25777
5482.40018300001,5944.01415,2787.67262
5485.019386,5947.91788,2789.3328
5487.642317,5950.23298,2791.55203
5492.879247,5950.03033,2791.68866
5495.497637,5949.59998,2791.60412
5498.113561,5949.59661,2791.65825
5500.732919,5950.57228,2792.00814
5503.355623,5953.61354,2793.55678
5507.95179000001,5956.9336,2794.58192
5510.578159,5961.04778,2796.00069
5513.21861300001,5963.86969,2797.55734
5515.834288,5965.55134,2798.61746
5518.469736,5965.81463,2799.57164
5523.09118,5965.09572,2799.42257
5525.70553,5963.79929,2799.08728
5528.330071,5963.54005,2798.95099
5530.932938,5965.38044,2799.99598
5536.15059500001,5967.59232,2800.65892
5538.766453,5970.06529,2801.68403
5541.368689,5971.69351,2802.74262
5543.97,5972.26964,2803.65843
5548.55928200001,5972.36767,2803.58568
5551.17991,5971.67012,2803.46993
5553.791913,5969.59834,2803.0841
5556.416938,5967.91136,2802.43908
5559.026994,5967.18437,2802.34113
5564.283689,5968.31297,2802.55416
5566.901108,5970.30624,2803.15231
5569.530844,5972.62154,2804.09527
5572.143438,5977.51658,2806.28527
5576.752818,5980.0622,2807.2597
5579.376831,5981.11329,2807.97194
5581.998825,5981.1109,2808.22525
5584.599171,5979.99971,2808.25333
5589.190713,5980.55239,2808.23348
5591.804009,5981.82403,2808.67706
5594.414215,5983.6578,2809.38812
5597.023612,5988.64012,2811.77248
5602.25602,5991.99071,2813.03679
5604.887505,5993.97961,2814.11935
5607.50583400001,5995.16381,2814.75398
5610.125479,5995.09444,2815.08056
5612.731513,5993.09127,2815.11801
5617.33885200001,5992.58064,2814.63253
5619.956684,5993.11547,2814.73555
5622.581545,NaN,NaN
5627.64903600001,5998.59964,2817.19655
5630.269443,6001.78305,2818.27814
5632.90406200001,6004.97292,2819.66821
5635.531072,6008.33931,2821.11349
5638.15790000001,6010.22412,2822.10406
5640.75852100001,6011.51806,2823.24015
5645.97280400001,6011.6843,2823.12357
5648.57495500001,6012.26233,2823.41285
5651.17700300001,6013.5354,2823.97992
5653.795691,6017.32329,2825.86192
5658.404061,6020.17072,2826.90991
5661.02418300001,6023.90097,2828.31578
5663.65678200001,6027.20031,2829.82841
5666.259063,6028.97705,2830.87443
5668.860957,6029.41904,2831.90262
5673.472765,6028.64299,2831.76241
5676.11595500001,6027.48946,2831.43116
5678.74715000001,6027.25638,2831.32646
5681.488236,6028.01344,2831.61092
5684.117735,6030.95835,2833.06655
5688.733298,6033.98808,2834.02601
5691.35711300001,6037.16477,2835.35048
5693.978576,6040.42718,2836.81756
5696.61594000001,6042.93239,2838.70903
5701.23235600001,6043.26017,2838.90236
5703.859358,6042.64031,2838.86482
5706.50782,6042.8758,2839.14757
5711.718148,6044.16547,2839.39348
5714.35996,6046.102,2840.11616
5716.985946,6050.68218,2842.29663
5721.599791,6054.19463,2843.52326
5724.215615,6060.23678,2845.09632
5726.833447,6061.63929,2846.68962
5729.46065400001,6065.18751,2848.78994
5734.058976,6065.77498,2849.16562
5736.674496,6066.48828,2849.47635
5739.290246,6069.03551,2851.19158
5744.542622,6071.32766,2852.0209
5747.165262,6074.22511,2853.18844
5749.778714,6077.73269,2854.58974
5752.39134100001,6083.77058,2857.61796
5757.00126400001,6085.38225,2858.43556
5759.62994800001,6085.57883,2858.86999
5762.240755,6085.02523,2858.92202
5764.860607,6082.799,2858.63136
5767.488642,6081.99954,2858.38093
5770.092953,6083.43579,2858.99217
5774.697493,6085.26372,2859.50616
5777.333755,6087.80446,2860.40751
5779.944733,6093.50493,2863.31375
5785.175561,6096.81991,2864.48122
5787.80233400001,6098.34404,2865.41156
5790.424836,6098.86863,2865.85266
5793.040075,6097.30976,2866.04963
5797.667535,6097.50733,2865.80355
5800.276541,6099.23802,2866.81235
5804.87822300001,6101.4956,2867.42372
5807.502463,6106.05425,2869.68149
5812.110763,6108.78664,2870.66969
5814.737361,6110.21807,2871.43107
5817.363116,6109.21609,2872.01272
5821.955009,6107.9803,2871.46076
5824.575825,6105.92993,2870.8085
5827.189485,6104.59031,2870.22693
5829.827204,6104.66407,2870.50216
5835.06760600001,6106.44544,2870.80147
5837.677668,6108.95261,2871.60388
5840.293046,6114.24289,2873.95305
5844.899132,6117.49239,2875.12454
5847.483156,6119.09301,2876.78028
5855.33860600001,6117.35609,2876.10045
5857.962343,6116.75082,2875.90854
5860.58494400001,6118.38151,2876.88271
5865.82228,6121.30592,2877.46167
5868.429965,6126.93394,2879.95733
